event_id,customer_id,feature,action,timestamp,session_id,user_agent
EVT-000362,CUST-007,integrations,used,2024-03-26T06:58:10Z,77d468ea-e0bd-4765-96d4-4952ee29e80e,Mozilla/5.0 (Windows 98; Win 9x 4.90; kn-IN; rv:1.9.0.20) Gecko/2998-02-26 17:46:13 Firefox/3.8
EVT-000363,CUST-155,workflow_builder,enabled,2024-03-16T20:10:48Z,7eb27900-ed5d-4510-a52a-33e6fec58a89,"Mozilla/5.0 (Linux; Android 3.2.6) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/50.0.800.0 Safari/534.1"
EVT-000364,CUST-144,export_tools,viewed,2024-03-24T06:11:40Z,5422ea97-e32a-4787-9824-6315ad49e072,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/59.0.893.0 Mobile/16K591 Safari/533.2"
EVT-000365,CUST-365,export_tools,disabled,2024-03-03T22:46:43Z,0c767092-dcff-47b6-b61c-2373211b20eb,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/3.0)
EVT-000366,CUST-261,workflow_builder,disabled,2024-03-01T01:47:57Z,61a2d612-9a2f-4701-b3af-bb098c126e0e,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/44.0.855.0 Safari/534.1"
EVT-000367,CUST-012,api_gateway,configured,2024-03-15T15:28:12Z,7208838e-7d57-4f69-b32a-c35a833d3df1,Opera/9.88.(Windows NT 4.0; sq-ML) Presto/2.9.162 Version/11.00
EVT-000368,CUST-018,export_tools,used,2024-03-13T07:03:46Z,6d0f74e6-a174-4785-af21-90cb2fb50401,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/31.0.859.0 Safari/531.2"
EVT-000369,CUST-137,workflow_builder,configured,2024-03-13T08:30:36Z,6cc721f0-82ba-4fed-9b8d-c821836f224b,Opera/8.74.(Windows NT 5.1; uz-UZ) Presto/2.9.171 Version/11.00
EVT-000370,CUST-470,reporting,enabled,2024-03-30T05:01:25Z,a95d3271-bd92-47a4-9d2a-e042042a2f64,Opera/9.48.(Windows NT 10.0; fil-PH) Presto/2.9.161 Version/10.00
EVT-000371,CUST-056,bulk_import,configured,2024-03-08T23:34:30Z,747ac231-b95e-44e3-9653-49ee505ec9d6,Opera/8.87.(X11; Linux x86_64; lb-LU) Presto/2.9.166 Version/10.00
EVT-000372,CUST-299,user_management,viewed,2024-03-27T19:19:51Z,1b387c72-ac64-4459-9f22-367d4262a48c,Opera/8.93.(X11; Linux i686; af-ZA) Presto/2.9.163 Version/10.00
EVT-000373,CUST-393,automation_rules,viewed,2024-03-27T18:34:54Z,67b41520-b11a-4696-b5cd-3e5c7a248720,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_3 rv:2.0; kk-KZ) AppleWebKit/534.20.5 (KHTML, like Gecko) Version/5.0.4 Safari/534.20.5"
EVT-000374,CUST-294,webhooks,error,2024-03-17T07:15:59Z,3de54ee2-a655-496c-a528-d32da60c2bed,Opera/8.70.(X11; Linux i686; byn-ER) Presto/2.9.184 Version/11.00
EVT-000375,CUST-106,integrations,disabled,2024-03-05T06:28:06Z,2a85e3b1-1dd0-4ecd-8595-c9a36c0046f0,Mozilla/5.0 (Android 7.1; Mobile; rv:45.0) Gecko/45.0 Firefox/45.0
EVT-000376,CUST-100,audit_log,enabled,2024-03-05T23:26:34Z,f05ff9c3-9f69-4cde-beaa-7a911defd401,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/4.0)
EVT-000377,CUST-280,user_management,configured,2024-03-30T20:00:24Z,31341ab8-b9e8-4781-89bb-1313294d25fc,Opera/9.87.(Windows NT 5.1; he-IL) Presto/2.9.178 Version/12.00
EVT-000378,CUST-445,webhooks,viewed,2024-03-07T21:47:37Z,a82e6889-b717-4acf-97ab-ed02da7bf28b,Opera/9.70.(Windows NT 4.0; mhr-RU) Presto/2.9.186 Version/12.00
EVT-000379,CUST-037,reporting,viewed,2024-03-01T12:59:45Z,297a8503-d833-43c3-b88f-a199ccbcbf4b,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; de-BE) AppleWebKit/532.19.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6532.19.6"
EVT-000380,CUST-361,audit_log,enabled,2024-03-21T15:44:43Z,5bd972c7-04a4-44e7-bfcf-956e0c0b6cd1,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/3.0)
EVT-000381,CUST-467,audit_log,enabled,2024-03-02T02:30:00Z,80e3fe4f-e4fb-4a3b-9c05-ae03d3f471e7,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/44.0.833.0 Safari/531.1"
EVT-000382,CUST-404,custom_fields,configured,2024-03-05T19:58:08Z,c83b6467-9c12-47d2-9c4e-7b65c81a5f0f,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/59.0.837.0 Safari/535.0"
EVT-000383,CUST-167,workflow_builder,configured,2024-03-01T09:31:20Z,7942000a-cf24-4413-95b6-54383ecd0888,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/3.0)
EVT-000384,CUST-413,automation_rules,configured,2024-03-04T04:11:35Z,c13d8929-b717-448d-9f57-fd27441999b6,Opera/9.39.(Windows NT 6.1; ve-ZA) Presto/2.9.164 Version/12.00
EVT-000385,CUST-068,user_management,enabled,2024-03-22T20:33:14Z,69d53317-6dc7-4587-8d40-b648235398a6,Opera/9.28.(X11; Linux x86_64; rw-RW) Presto/2.9.190 Version/10.00
EVT-000386,CUST-273,bulk_import,configured,2024-03-13T10:35:22Z,ce6631cb-b7b6-41ee-828b-ffb6c528ac36,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_9 rv:2.0; nds-DE) AppleWebKit/531.6.3 (KHTML, like Gecko) Version/5.0 Safari/531.6.3"
EVT-000387,CUST-210,dashboard,error,2024-03-25T13:41:06Z,e8c35a79-504e-44ac-be21-6c79b8b791b0,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 11.0; Trident/4.0)
EVT-000388,CUST-074,webhooks,used,2024-03-23T01:54:41Z,a4d546e1-7239-4201-a768-7c42b3468999,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_4; rv:1.9.5.20) Gecko/5099-03-05 09:38:14 Firefox/3.8
EVT-000389,CUST-246,dashboard,configured,2024-03-19T20:09:07Z,a6a5790a-c1ad-498a-8c38-38a51fb235c4,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/55.0.891.0 Safari/534.1"
EVT-000390,CUST-277,webhooks,error,2024-03-20T18:58:41Z,697c4d7d-d414-4d03-acfa-28cfb62e110a,"Mozilla/5.0 (iPad; CPU iPad OS 17_1 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/23.0.818.0 Mobile/62C737 Safari/531.0"
EVT-000391,CUST-055,reporting,viewed,2024-03-08T01:32:12Z,752caa97-b60d-46a3-bc19-8515208b326a,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/6618-11-12 08:45:18 Firefox/3.6.4
EVT-000392,CUST-055,api_gateway,disabled,2024-03-30T17:32:00Z,0088b13a-7d21-44cb-bd5a-6112d1b22e3c,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/18.0.879.0 Mobile/10J679 Safari/535.1"
EVT-000393,CUST-371,user_management,configured,2024-03-03T13:28:44Z,e6766b0a-3b9a-4daf-a321-d75368dd66fd,Opera/8.31.(Windows NT 5.2; be-BY) Presto/2.9.183 Version/11.00
EVT-000394,CUST-441,audit_log,error,2024-03-18T23:04:51Z,a14ed649-926e-402e-8659-8f83b50b9ff8,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/3.0)
EVT-000395,CUST-272,audit_log,configured,2024-03-13T13:08:58Z,8ab5a799-9e63-438c-b485-e9443142e0c7,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; cv-RU) AppleWebKit/531.37.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.37.5"
EVT-000396,CUST-350,custom_fields,error,2024-03-23T15:36:14Z,ef10b6cc-dcaa-4994-bdd1-2d570b840c50,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_2) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/29.0.898.0 Safari/533.1"
EVT-000397,CUST-014,automation_rules,error,2024-03-02T01:29:35Z,0ef9f903-b69a-4eac-86f4-b0ee2e740569,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/4.0)
EVT-000398,CUST-498,user_management,error,2024-03-21T03:27:43Z,4207fb51-52ff-4ff5-a49c-5edd69aec17b,Opera/8.73.(X11; Linux i686; ber-DZ) Presto/2.9.167 Version/12.00
EVT-000399,CUST-115,export_tools,error,2024-03-08T21:07:55Z,62928cdc-8121-4051-809c-a132823500f9,"Mozilla/5.0 (Windows CE) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/14.0.834.0 Safari/533.0"
EVT-000400,CUST-174,export_tools,used,2024-03-13T17:45:27Z,5f90ee57-2472-4a76-b7c9-0c89c86aed73,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; nl-AW) AppleWebKit/532.16.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6532.16.5"
EVT-000401,CUST-003,workflow_builder,used,2024-03-17T04:44:41Z,d7aa0f83-59f6-464d-bfce-50b36151bd93,Mozilla/5.0 (Android 4.4.1; Mobile; rv:7.0) Gecko/7.0 Firefox/7.0
EVT-000402,CUST-344,export_tools,configured,2024-03-30T14:13:50Z,ac367cb9-0273-4e68-a6c5-1969011871cf,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/6324-11-20 13:47:52 Firefox/3.6.13
EVT-000403,CUST-316,export_tools,enabled,2024-03-09T17:53:06Z,5ced83b3-f7a0-4e7a-be6a-3ea7fae91634,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/23.0.870.0 Safari/533.1"
EVT-000404,CUST-264,integrations,enabled,2024-03-15T16:26:42Z,fdf0861e-05eb-474d-ad90-0360d900b745,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; nan-TW) AppleWebKit/535.17.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6535.17.6"
EVT-000405,CUST-347,custom_fields,used,2024-03-11T13:55:07Z,b8a1e477-e240-4060-8b20-802fc24f3f4c,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/5413-04-04 05:02:24 Firefox/3.8
EVT-000406,CUST-241,workflow_builder,disabled,2024-03-22T05:49:54Z,9997496b-c697-4476-92aa-48cff18c5581,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5 rv:2.0; cy-GB) AppleWebKit/534.49.1 (KHTML, like Gecko) Version/5.0.5 Safari/534.49.1"
EVT-000407,CUST-250,webhooks,configured,2024-03-29T17:03:24Z,10d7a164-6e8d-4018-a04d-ac849c595e03,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/46.0.842.0 Mobile/80D466 Safari/536.0"
EVT-000408,CUST-327,audit_log,configured,2024-03-19T06:24:17Z,03255820-1a49-4e98-9ba6-51ed314674a6,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/531.38.7 (KHTML, like Gecko) Version/4.0.5 Safari/531.38.7"
EVT-000409,CUST-255,export_tools,disabled,2024-03-15T20:48:47Z,6f93be2a-95a3-40d9-8fc9-663f20afaf9e,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; om-KE) AppleWebKit/533.20.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6533.20.5"
EVT-000410,CUST-490,workflow_builder,error,2024-03-03T10:45:24Z,5804550b-6c0c-42f9-8dfa-be46dbd3e865,Mozilla/5.0 (Windows NT 5.1; az-IN; rv:1.9.0.20) Gecko/3777-02-16 20:23:27 Firefox/14.0
EVT-000411,CUST-244,user_management,configured,2024-03-30T19:22:03Z,5b9e75f4-12e0-4b9c-8288-49d95ce195be,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_4) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/59.0.822.0 Safari/535.0"
EVT-000412,CUST-159,user_management,error,2024-03-18T07:14:24Z,d4d9a0ae-055f-48d1-99e7-9a3de9204a24,Mozilla/5.0 (Android 2.1; Mobile; rv:40.0) Gecko/40.0 Firefox/40.0
EVT-000413,CUST-164,api_gateway,viewed,2024-03-28T11:26:43Z,c8dfd1f1-14d7-4283-ba30-3cce359097e0,Opera/9.73.(X11; Linux i686; eu-FR) Presto/2.9.184 Version/12.00
EVT-000414,CUST-369,audit_log,error,2024-03-30T12:45:43Z,52630028-2dd2-48c0-b6da-387584d62148,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/4.1)
EVT-000415,CUST-137,reporting,error,2024-03-16T11:04:30Z,66a466d4-94c8-469d-84b1-a1ee794836f2,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/531.14.2 (KHTML, like Gecko) Version/4.0.4 Safari/531.14.2"
EVT-000416,CUST-073,reporting,used,2024-03-02T22:54:12Z,4b88445a-1582-4e78-806a-5949226378ab,Opera/9.64.(X11; Linux x86_64; hak-TW) Presto/2.9.174 Version/12.00
EVT-000417,CUST-237,automation_rules,enabled,2024-03-27T05:39:28Z,68b1211a-6eb8-40e2-b7b1-6be3737ea52f,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.1)
EVT-000418,CUST-269,webhooks,error,2024-03-07T07:09:25Z,3bd9b015-7112-4f4b-adf8-05020653ee85,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.1)
EVT-000419,CUST-276,api_gateway,disabled,2024-03-15T12:17:55Z,8bf160df-8346-452b-8073-aa66d7b4db17,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_3) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/58.0.877.0 Safari/533.0"
EVT-000420,CUST-046,automation_rules,configured,2024-03-14T11:35:23Z,ff310f21-c87b-47d9-98bc-e5e4d282d54d,Opera/8.60.(X11; Linux x86_64; sv-FI) Presto/2.9.175 Version/12.00
EVT-000421,CUST-139,audit_log,enabled,2024-03-14T22:12:54Z,bfc77282-b92c-4a72-ba17-d79a3a42958b,Mozilla/5.0 (Windows NT 5.0; dv-MV; rv:1.9.1.20) Gecko/6060-01-28 09:04:55 Firefox/3.8
EVT-000422,CUST-244,integrations,viewed,2024-03-17T06:00:58Z,fa2c9e79-2758-4f1a-a39e-5593ec11a44d,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.1)
EVT-000423,CUST-399,audit_log,error,2024-03-17T18:07:01Z,f2dd85f6-3446-40f0-a19e-17fffaec8f42,Opera/9.82.(Windows NT 5.2; mg-MG) Presto/2.9.175 Version/10.00
EVT-000424,CUST-030,reporting,configured,2024-03-05T23:37:54Z,e50dede5-a395-4867-b397-d1a1f6419405,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/3.0)
EVT-000425,CUST-015,custom_fields,error,2024-03-04T01:35:26Z,9a760ea9-b063-49a0-9393-daad0835075f,Opera/9.36.(Windows 98; Win 9x 4.90; fy-NL) Presto/2.9.189 Version/11.00
EVT-000426,CUST-245,bulk_import,configured,2024-03-30T20:57:50Z,863ecbe2-a8d9-4292-8a85-e4433ba878d9,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_6) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/26.0.816.0 Safari/534.0"
EVT-000427,CUST-300,audit_log,used,2024-03-04T13:28:49Z,b77e5f7a-80a2-43e3-b3f6-07309665df7c,Opera/9.87.(Windows CE; af-ZA) Presto/2.9.174 Version/10.00
EVT-000428,CUST-374,webhooks,viewed,2024-03-01T17:15:35Z,54323b1c-869e-4836-bf30-ea12cebca264,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_9 rv:3.0; iu-CA) AppleWebKit/534.30.4 (KHTML, like Gecko) Version/4.0.1 Safari/534.30.4"
EVT-000429,CUST-373,export_tools,error,2024-03-16T02:33:34Z,2ef634f2-a8b9-4820-a92c-5b92627967a3,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/531.26.6 (KHTML, like Gecko) Version/4.0.2 Safari/531.26.6"
EVT-000430,CUST-493,user_management,disabled,2024-03-14T07:25:27Z,537598d4-c78e-4272-843b-e7af8120053d,Opera/9.13.(Windows 98; Win 9x 4.90; ht-HT) Presto/2.9.176 Version/10.00
EVT-000431,CUST-386,user_management,used,2024-03-07T06:40:41Z,acf59149-b1c9-40dc-a38c-c35f12bcf090,Opera/8.42.(Windows NT 5.0; ml-IN) Presto/2.9.172 Version/10.00
EVT-000432,CUST-010,integrations,error,2024-03-16T09:08:19Z,22f06403-eac9-4d37-b587-8d331d5bd8b0,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)
EVT-000433,CUST-059,custom_fields,used,2024-03-03T08:10:58Z,3e06f427-a832-4228-8c65-d01b1521e825,Opera/8.32.(Windows NT 5.1; is-IS) Presto/2.9.165 Version/10.00
EVT-000434,CUST-276,webhooks,error,2024-03-11T02:54:05Z,bdcf6fd4-88df-42c1-9fc8-628d4b4d1079,Opera/8.66.(Windows 98; vi-VN) Presto/2.9.181 Version/11.00
EVT-000435,CUST-320,automation_rules,viewed,2024-03-01T22:59:18Z,b6e3b91b-3777-4823-ad8d-7db85bab96cc,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/13.0.806.0 Safari/536.2"
EVT-000436,CUST-129,dashboard,configured,2024-03-18T09:14:10Z,38772265-102c-41a3-ab40-4598ae11d3c2,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/27.0.827.0 Safari/536.0"
EVT-000437,CUST-369,dashboard,enabled,2024-03-13T18:57:14Z,757256f6-3677-45b4-a3a1-bcaa03113626,Mozilla/5.0 (Windows NT 6.1; yo-NG; rv:1.9.2.20) Gecko/2560-05-22 07:05:30 Firefox/3.8
EVT-000438,CUST-112,automation_rules,enabled,2024-03-27T13:43:37Z,c249f59a-9dc9-46df-856e-3d783b8c0f84,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/44.0.837.0 Safari/533.0"
EVT-000439,CUST-434,automation_rules,viewed,2024-03-27T23:31:07Z,6a367425-fa41-4d2e-8ab2-14388557ec6c,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.1)
EVT-000440,CUST-280,bulk_import,used,2024-03-27T00:42:59Z,8a1055c5-34b0-438e-be04-078257bd0ca8,"Mozilla/5.0 (Linux; Android 2.3) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/24.0.875.0 Safari/536.0"
EVT-000441,CUST-067,custom_fields,configured,2024-03-16T14:54:07Z,2a064fd2-4fbc-4984-b792-2d9eb998e2d3,Mozilla/5.0 (Android 5.0.2; Mobile; rv:64.0) Gecko/64.0 Firefox/64.0
EVT-000442,CUST-369,api_gateway,viewed,2024-03-29T20:33:16Z,126aa315-7b18-4d5d-9b24-7a558fe88b77,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.0)
EVT-000443,CUST-356,audit_log,enabled,2024-03-29T17:34:32Z,0111fa05-308b-4146-aa87-9f65279c058a,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/20.0.849.0 Safari/535.2"
EVT-000444,CUST-086,automation_rules,configured,2024-03-30T11:10:07Z,a28e0841-7d16-4228-b589-717e8275b18a,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/4.1)
EVT-000445,CUST-414,custom_fields,error,2024-03-12T18:09:16Z,7a4c38ef-3e0a-466d-bf2d-bf97bc547d54,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/50.0.884.0 Safari/533.2"
EVT-000446,CUST-445,api_gateway,viewed,2024-03-15T03:50:21Z,b11c377f-40bc-4b56-ad47-72f8d46a77af,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/5.1)
EVT-000447,CUST-110,audit_log,used,2024-03-21T05:49:56Z,695f34ff-bbe3-4fd2-8ed7-b3f3960952eb,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/62.0.889.0 Safari/531.2"
EVT-000448,CUST-318,webhooks,disabled,2024-03-02T11:35:56Z,32b1792b-2263-460a-b43c-6fef2fb7e9bd,Opera/8.35.(Windows NT 5.2; cs-CZ) Presto/2.9.178 Version/10.00
EVT-000449,CUST-321,user_management,error,2024-03-08T04:59:18Z,cf265489-2ec7-4a83-bffa-7a4f0f1972db,"Mozilla/5.0 (iPad; CPU iPad OS 17_2_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/14.1p5093.0 Mobile/14I161 Safari/536.0"
EVT-000450,CUST-188,automation_rules,enabled,2024-03-27T12:19:56Z,ae8e6075-5eeb-4618-9628-27686df0ac3c,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/3.1)
EVT-000451,CUST-241,reporting,configured,2024-03-19T21:50:04Z,9c5dfb8d-60e1-4973-a602-37edaa429203,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/46.0.835.0 Safari/533.1"
EVT-000452,CUST-129,dashboard,used,2024-03-19T11:13:44Z,0bb68d75-df99-4726-9c36-6f5ca23f3abf,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/5.1)
EVT-000453,CUST-082,automation_rules,disabled,2024-03-01T08:12:54Z,cb40fcdd-9cd2-4a08-bd3c-83c3667139de,"Mozilla/5.0 (Linux; Android 4.2.2) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/56.0.870.0 Safari/533.1"
EVT-000454,CUST-055,automation_rules,error,2024-03-07T17:41:04Z,3e4c943a-3dab-4a61-8a69-3650a9a2e9cd,Mozilla/5.0 (Windows NT 6.2; kw-GB; rv:1.9.2.20) Gecko/2243-07-10 03:34:03 Firefox/3.8
EVT-000455,CUST-170,workflow_builder,enabled,2024-03-01T07:47:35Z,979a7368-bd96-4b0a-9719-d3e416d1d768,"Mozilla/5.0 (iPad; CPU iPad OS 8_4_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/9.6q6552.0 Mobile/04G098 Safari/535.2"
EVT-000456,CUST-451,export_tools,used,2024-03-04T04:07:08Z,fd869a13-809b-4813-8f13-823b51f4a724,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_2) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/44.0.893.0 Safari/533.2"
EVT-000457,CUST-484,dashboard,used,2024-03-24T17:02:41Z,fd853cf8-7932-48b9-ad8a-c4bc6c24dcaa,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/3.1)
EVT-000458,CUST-145,api_gateway,used,2024-03-26T23:47:42Z,31f18f8b-ec4d-4885-b245-b7d94849032c,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; nr-ZA) AppleWebKit/534.7.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6534.7.2"
EVT-000459,CUST-228,automation_rules,enabled,2024-03-10T16:50:43Z,b9d859f5-5cba-4410-8256-8225a6b78891,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.44.7 (KHTML, like Gecko) Version/4.0.4 Safari/531.44.7"
EVT-000460,CUST-333,user_management,configured,2024-03-08T07:06:01Z,3eb862c6-676c-469f-b8f9-1075a08145d2,"Mozilla/5.0 (Linux; Android 7.1.2) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/36.0.801.0 Safari/531.0"
EVT-000461,CUST-424,dashboard,used,2024-03-06T13:51:38Z,827ee0b2-e892-4b25-ab35-f75aa43366c9,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/8035-09-30 19:08:20 Firefox/3.8
EVT-000462,CUST-263,webhooks,error,2024-03-07T21:33:14Z,ccee6b1c-727d-4a84-8e02-3ef0015ce9f4,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/3.0)
EVT-000463,CUST-289,dashboard,error,2024-03-22T06:28:55Z,8fffc06d-167b-4ea0-a945-1370a71372ab,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.1)
EVT-000464,CUST-487,api_gateway,disabled,2024-03-26T06:56:30Z,2bee2fff-8b5f-43fe-b75d-dff45d123e9b,Opera/9.94.(X11; Linux i686; hsb-DE) Presto/2.9.161 Version/12.00
EVT-000465,CUST-425,workflow_builder,enabled,2024-03-20T19:19:55Z,93baf4a3-23cd-4a44-b1e6-4bce88baef4a,Opera/8.98.(X11; Linux x86_64; sa-IN) Presto/2.9.179 Version/12.00
EVT-000466,CUST-164,api_gateway,viewed,2024-03-01T18:39:19Z,0b73ca1c-d1dc-41e5-a9a1-44751958a981,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/3229-02-14 21:49:06 Firefox/3.8
EVT-000467,CUST-429,integrations,used,2024-03-04T08:35:35Z,50fcfdaa-274b-469e-9252-44876b709287,Opera/8.78.(Windows 95; tg-TJ) Presto/2.9.162 Version/11.00
EVT-000468,CUST-458,export_tools,enabled,2024-03-11T01:28:10Z,6822d128-8c61-459f-af19-43901c285022,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_4 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/35.0.889.0 Mobile/15Z542 Safari/533.2"
EVT-000469,CUST-210,automation_rules,error,2024-03-21T21:20:40Z,4563cafe-8d31-4f34-8830-effedd8abf0a,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; lg-UG) AppleWebKit/531.4.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6531.4.2"
EVT-000470,CUST-177,automation_rules,disabled,2024-03-13T18:12:52Z,eb1efddc-0d88-4933-8472-5ab7bc44a417,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/5.1)
EVT-000471,CUST-006,dashboard,enabled,2024-03-15T15:52:31Z,705faecd-2edf-402e-b531-8081b4effa29,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.1)
EVT-000472,CUST-440,reporting,enabled,2024-03-20T00:49:09Z,f111be9e-8545-411f-ad82-0335f3dea9dc,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_4 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/17.0z1487.0 Mobile/11S312 Safari/531.2"
EVT-000473,CUST-489,webhooks,viewed,2024-03-15T20:53:49Z,f6f32192-72da-4c21-9b7c-d5390ad7d77c,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3; rv:1.9.4.20) Gecko/5150-07-29 13:19:26 Firefox/3.8
